153000001001010102001   5310 #0001    N 049908UCEEECCBBEDCCDDDADBAECCAACBCCDDDECACCAEEDBCDAEBCDDADAAEAEEEEE                              
153000002001010102001   5310 #0001    N 049909UCEEECCBBBDCCDDDADBAECCAACBCCDDBEEACCACEDBCDACBCDDACDCBBEEEEE                              
153000003001010102001   5310 #0001    N 049910UCEEECCBBBDCCDDDADBAECCAACBCCDDDEEAACACEDBCDAEBCDDADAAEAEEEEE                              
153000004001010102001   5310 #0001    N 049911UCEEECCBBBDCCDDDADBAECCAACBCCDDDECAACBAEDBCDACBCDDADAAEAEEEEE                              
153000005001010102001   5310 #0001    N 049575UCEEECCBBBDCCDDDADBAECCAACBCCDDBECACCACEDBCDACBCDDADAAEAEEEEE                              
153000006001010102001   5310 #0001    N 049643UCEEECCBBEDCCDDDADBAECCAECBCCDDDECACCACEDBCDAEBCDDADAAEAEEEEE                              
153000007001010102001   5310 #0001    N 049576UCEEECBBBBDCCDEDADBAECCAACBCCDDDECAACACEDBCDAEBCDDADAAEAEEEEE                              
153000008001010102001   5310 #0001    N 049756UCEEECCBBBDCCDDDADBAECCAACBCCDDDECACCACEDBCDAEBCDDADAAEAEEEEE                              
153000009001010102001   5310 #0001    N 049872UCEEECCBBBDCCDDDADBAECCAACBCCDDBECACCACEDBCDAEBCDDADAAEAEEEEE                              
153000010001010102001   5310 #0001    N 049873UCEEECBBBBDCCDDEBDBACCCAACBCCDDDECAACACEDBCDAEBCDDADAAEAAEEEE                              
153000011001010102001   5310 #0001    N 049874UCEEECCBBBDCCDDDADBAECCAACBCCDDAECADCACEDBCDAEBCDDADAAEAEEEEE                              
153000012001010102001   5310 #0001    N 049875UCEEECCBBBDCCDDDADBAECCAACBCCDDDECACCACEDBCDAEBCDDADAAEAEEEEE                              

